Date,Close,High,Low,Open,Volume
2000-01-03,23.013843536376953,23.803341364743513,22.77699436856856,23.605966455897935,12019200
2000-01-04,22.50889015197754,22.608135093638097,21.972964195978076,22.429493108304943,11723400
2000-01-05,22.36994171142578,23.044811916803177,21.913412882128085,22.3103943938113,8714550
2000-01-06,22.68752670288086,23.163905216327176,22.151600875253752,22.270695503615332,8369250
2000-01-07,23.104345321655273,23.34253444868265,22.54857008617846,23.064647739563654,6571950
2000-01-10,22.70737075805664,23.30284375156128,22.70737075805664,23.10435214797995,4723500
2000-01-11,22.171445846557617,22.369935639906306,21.675217728707043,22.230993148010107,8405550
2000-01-12,22.31038475036621,22.50887632903174,22.072195582863227,22.131742874738976,7271850
2000-01-13,22.6478328704834,23.02496471160173,22.409643574097036,22.58828554638681,6918900
2000-01-14,23.461639404296875,24.057112485624206,23.12420526395793,23.48148911275433,9731850
2000-01-18,22.5485782623291,23.66012913633286,22.31038904893394,23.481487226286486,5296650
2000-01-19,23.54103660583496,23.938018057425488,22.945563519829353,22.945563519829353,15734700
2000-01-20,23.521196365356445,24.136519407665304,23.104365037362786,23.938027693350104,7770300
2000-01-21,23.16390037536621,23.501334479457974,23.06465547821909,23.46163688404701,5160600
2000-01-24,23.18375587463379,23.6799823016013,22.925716896887558,23.62043498498601,6459150
2000-01-25,23.699831008911133,24.05711489346758,23.183754892520643,23.183754892520643,7579950
2000-01-26,24.910625457763672,25.089267388973358,23.818924161291257,23.938018782097714,8386650
2000-01-27,25.62519645690918,25.88323362346788,24.950326247026574,25.228213125335916,8165850
2000-01-28,24.354848861694336,25.267908185972203,24.33499915337103,25.267908185972203,7500000
2000-01-31,25.62519645690918,25.88323362346788,24.394550673167963,24.394550673167963,7160250
2000-02-01,26.597801208496094,26.835990478474386,25.82368608106664,26.180969986034082,9651000
2000-02-02,26.161128997802734,26.736752613125454,25.843542614914135,26.359618897022763,7126200
2000-02-03,26.41915512084961,26.955080894416923,25.486247898534533,26.518401845966274,9200250
2000-02-04,25.96262550354004,26.45885366095973,25.90307819733926,26.20081472834316,5115150
2000-02-07,26.10157012939453,26.478701861589162,25.962625807552538,26.10157012939453,4684200
2000-02-08,27.014636993408203,27.352073061026324,26.677202743030307,26.697052457960847,6318600
2000-02-09,26.319896697998047,27.43144527406772,26.180952444524827,26.974916751568134,9818550
2000-02-10,26.39930534362793,26.597795145201708,25.843529901294453,26.39930534362793,6880500
2000-02-11,26.240514755249023,26.994781915091526,26.042024927702883,26.439006400034906,7052550
2000-02-14,25.109113693237305,26.498551453868313,25.109113693237305,26.12141790608171,5904750
2000-02-15,25.74428939819336,26.200818200485518,25.287758778661388,25.426703117289353,8965500
2000-02-16,25.248058319091797,26.101570330279326,25.0892661052214,25.724436777942586,4829700
2000-02-17,24.890764236450195,25.883218345075928,24.712122387863232,25.605331630798048,5716200
2000-02-18,23.739526748657227,24.95032264589093,23.679979439239826,24.79153042652442,8121300
2000-02-22,24.533498764038086,25.049574993133575,23.85862845118998,24.136517189136956,7068600
2000-02-23,24.57318687438965,25.148812025239636,24.315149768239863,24.57318687438965,4452900
2000-02-24,24.136512756347656,24.632739179529594,23.69983183208687,24.53349425834118,5199900
2000-02-25,24.096811294555664,25.009870670824398,23.779226846736755,24.335000539039704,4644300
2000-02-28,24.75185203552246,25.4862700813072,24.255625246991148,24.374719966997258,6051000
2000-02-29,25.28775405883789,25.724434886421786,24.672433139559978,24.672433139559978,6166950
2000-03-01,26.042037963867188,26.042037963867188,25.049581060371885,25.36716748755926,4866300
2000-03-02,25.585493087768555,25.764135014255473,25.327455961002773,25.565645196318663,3583800
2000-03-03,25.764137268066406,26.16112057314687,25.208363548537452,26.04202594507069,5981400
2000-03-06,26.498558044433594,26.796294651674422,26.121424402848536,26.339765792985165,5691450
2000-03-07,25.98247718811035,26.736742518291837,25.724438235862078,26.49855327536719,4566900
2000-03-08,25.089262008666992,25.863376877902674,24.970167413399963,25.645035575086915,5247750
2000-03-09,25.764137268066406,25.803836688918338,24.79153235027083,25.00987189599722,3979500
2000-03-10,24.990015029907227,25.903074189458316,24.69227854497092,25.406846108818048,5311350
2000-03-13,25.426700592041016,25.783984441109506,24.493793369664274,24.652585585725948,4723350
2000-03-14,25.089262008666992,25.70458287272043,24.930468003484748,25.565640389735105,4129650
2000-03-15,26.39930534362793,26.736739460094952,24.513639508000544,24.731980833867,8861700
2000-03-16,28.622400283813477,28.701797285924844,26.736736475892645,26.974925664987456,15634950
2000-03-17,28.900299072265625,29.29728058831182,28.10633422293329,28.344523496008996,11889150
2000-03-20,27.49101448059082,28.74150830762278,26.83599390452646,28.582716046444805,8076150
2000-03-21,29.21787452697754,29.376668538104827,27.153568737477194,27.451305236791637,8345550
2000-03-22,29.07892608642578,29.25756794944702,28.185716771319587,28.781189648057047,8604150
2000-03-23,31.282169342041016,31.500510576432536,28.880430301644196,28.90028000038126,10431450
2000-03-24,30.547780990600586,31.996764842338894,30.488233659234893,30.80581821502503,9489000
2000-03-27,30.07139778137207,30.766117753491205,29.71411384733597,30.488229037747526,4828950
2000-03-28,29.932445526123047,30.40882397915015,29.57516168635272,29.773653314193872,7325700
2000-03-29,28.701812744140625,30.011853989723807,28.364378483600806,29.932456944850795,9088350
2000-03-30,27.629959106445312,28.820905619654162,27.29252486678286,28.404074340031066,8017200
2000-03-31,27.68949317932129,28.066626667079984,27.312359691562598,27.94753207276032,6805050
2000-04-03,29.37668228149414,29.535474549670358,27.8879990884664,27.9276967012004,8509500
2000-04-04,27.694255828857422,29.33037245209823,26.49709776958811,29.210656646171298,12638700
2000-04-05,27.57453727722168,27.754110968231195,26.896148995664433,26.896148995664433,7310700
2000-04-06,27.913738250732422,28.17312129978489,27.714211282699587,27.7740691904376,4853400
2000-04-07,27.57453727722168,28.173116247253397,27.454821483215337,28.173116247253397,4914150
